time,temperature,radiation,SOLAR,CARBON_INTENSITY
2024-01-01 00:00:00,7.8,0.0,0.0,68.5
2024-01-01 01:00:00,7.6,0.0,0.0,67.0
2024-01-01 02:00:00,7.4,0.0,0.0,72.0
2024-01-01 03:00:00,7.1,0.0,0.0,68.0
2024-01-01 04:00:00,7.0,0.0,0.0,61.0
2024-01-01 05:00:00,6.8,0.0,0.0,59.5
2024-01-01 06:00:00,6.8,0.0,0.0,61.5
2024-01-01 07:00:00,6.5,0.0,0.0,61.5
2024-01-01 08:00:00,6.3,0.0,76.0,52.5
2024-01-01 09:00:00,5.9,0.0,1139.5,49.0
2024-01-01 10:00:00,6.4,16.0,2460.5,54.5
2024-01-01 11:00:00,7.1,71.0,2724.0,69.0
2024-01-01 12:00:00,7.8,133.0,2079.0,89.0
2024-01-01 13:00:00,8.4,155.0,1225.5,108.5
2024-01-01 14:00:00,8.5,138.0,385.0,118.5
2024-01-01 15:00:00,8.7,100.0,20.5,116.5
2024-01-01 16:00:00,8.6,45.0,0.0,117.5
2024-01-01 17:00:00,8.0,6.0,0.0,114.5
2024-01-01 18:00:00,8.0,0.0,0.0,102.0
2024-01-01 19:00:00,8.6,0.0,0.0,81.5
2024-01-01 20:00:00,9.1,0.0,0.0,60.0
2024-01-01 21:00:00,9.4,0.0,0.0,45.0
2024-01-01 22:00:00,9.6,0.0,0.0,45.0
2024-01-01 23:00:00,10.1,0.0,0.0,50.0
2024-01-02 00:00:00,11.0,0.0,0.0,52.0
2024-01-02 01:00:00,12.2,0.0,0.0,58.0
2024-01-02 02:00:00,12.4,0.0,0.0,54.0
2024-01-02 03:00:00,12.3,0.0,0.0,56.5
2024-01-02 04:00:00,11.5,0.0,0.0,58.0
2024-01-02 05:00:00,11.1,0.0,0.0,65.0
2024-01-02 06:00:00,10.7,0.0,0.0,77.0
2024-01-02 07:00:00,10.7,0.0,0.0,102.0
2024-01-02 08:00:00,10.8,0.0,0.0,108.0
2024-01-02 09:00:00,10.9,0.0,44.0,124.5
2024-01-02 10:00:00,11.1,3.0,171.0,138.5
2024-01-02 11:00:00,11.2,7.0,355.0,146.5
2024-01-02 12:00:00,12.6,25.0,452.0,151.0
2024-01-02 13:00:00,12.7,22.0,618.5,154.5
2024-01-02 14:00:00,12.2,22.0,451.5,154.0
2024-01-02 15:00:00,12.9,32.0,122.0,147.5
2024-01-02 16:00:00,12.2,37.0,0.0,143.0
2024-01-02 17:00:00,11.0,7.0,0.0,140.0
2024-01-02 18:00:00,10.2,0.0,0.0,132.0
2024-01-02 19:00:00,10.3,0.0,0.0,124.0
2024-01-02 20:00:00,9.8,0.0,0.0,107.0
2024-01-02 21:00:00,9.3,0.0,0.0,91.0
2024-01-02 22:00:00,9.0,0.0,0.0,72.0
2024-01-02 23:00:00,8.9,0.0,0.0,71.0
2024-01-03 00:00:00,8.5,0.0,0.0,69.0
2024-01-03 01:00:00,8.4,0.0,0.0,67.0
2024-01-03 02:00:00,8.6,0.0,0.0,71.0
2024-01-03 03:00:00,8.3,0.0,0.0,76.0
2024-01-03 04:00:00,8.4,0.0,0.0,79.0
2024-01-03 05:00:00,8.7,0.0,0.0,80.5
2024-01-03 06:00:00,8.9,0.0,0.0,95.0
2024-01-03 07:00:00,8.3,0.0,0.0,120.5
2024-01-03 08:00:00,7.8,0.0,95.5,140.0
2024-01-03 09:00:00,7.7,0.0,717.5,146.0
2024-01-03 10:00:00,8.3,20.0,1522.5,147.5
2024-01-03 11:00:00,9.3,85.0,1866.0,153.5
2024-01-03 12:00:00,10.3,151.0,2022.5,159.0
2024-01-03 13:00:00,10.4,131.0,1731.5,164.5
2024-01-03 14:00:00,10.2,138.0,866.5,170.0
2024-01-03 15:00:00,9.8,123.0,148.5,172.0
2024-01-03 16:00:00,9.4,80.0,0.0,170.5
2024-01-03 17:00:00,8.8,24.0,0.0,172.0
2024-01-03 18:00:00,8.2,0.0,0.0,173.0
2024-01-03 19:00:00,7.4,0.0,0.0,168.0
2024-01-03 20:00:00,7.1,0.0,0.0,154.0
2024-01-03 21:00:00,6.9,0.0,0.0,135.0
2024-01-03 22:00:00,6.8,0.0,0.0,119.5
2024-01-03 23:00:00,6.5,0.0,0.0,114.0
2024-01-04 00:00:00,6.3,0.0,0.0,116.0
2024-01-04 01:00:00,6.2,0.0,0.0,103.5
2024-01-04 02:00:00,7.0,0.0,0.0,98.0
2024-01-04 03:00:00,7.6,0.0,0.0,92.5
2024-01-04 04:00:00,7.2,0.0,0.0,99.0
2024-01-04 05:00:00,6.7,0.0,0.0,100.0
2024-01-04 06:00:00,6.3,0.0,0.0,128.5
2024-01-04 07:00:00,6.0,0.0,0.0,193.5
2024-01-04 08:00:00,5.5,0.0,118.0,206.0
2024-01-04 09:00:00,5.0,0.0,1203.0,200.0
2024-01-04 10:00:00,5.0,22.0,2019.0,199.0
2024-01-04 11:00:00,6.2,107.0,2096.5,202.0
2024-01-04 12:00:00,7.3,151.0,1674.0,213.0
2024-01-04 13:00:00,8.1,136.0,1040.5,225.5
2024-01-04 14:00:00,8.3,115.0,423.5,237.0
2024-01-04 15:00:00,8.3,66.0,66.5,237.5
2024-01-04 16:00:00,8.0,37.0,0.0,238.0
2024-01-04 17:00:00,7.7,6.0,0.0,241.0
2024-01-04 18:00:00,7.7,0.0,0.0,236.5
2024-01-04 19:00:00,7.2,0.0,0.0,231.5
2024-01-04 20:00:00,7.3,0.0,0.0,216.0
2024-01-04 21:00:00,7.6,0.0,0.0,195.0
2024-01-04 22:00:00,7.3,0.0,0.0,181.0
2024-01-04 23:00:00,6.0,0.0,0.0,152.5
2024-01-05 00:00:00,5.1,0.0,0.0,142.5
2024-01-05 01:00:00,4.5,0.0,0.0,143.5
2024-01-05 02:00:00,5.9,0.0,0.0,144.5
2024-01-05 03:00:00,5.4,0.0,0.0,135.0
2024-01-05 04:00:00,5.4,0.0,0.0,131.0
2024-01-05 05:00:00,5.6,0.0,0.0,126.0
2024-01-05 06:00:00,5.7,0.0,0.0,157.5
2024-01-05 07:00:00,5.7,0.0,0.0,197.5
2024-01-05 08:00:00,5.6,0.0,38.5,195.5
2024-01-05 09:00:00,5.3,0.0,503.5,195.0
2024-01-05 10:00:00,5.2,10.0,1191.0,194.0
2024-01-05 11:00:00,5.3,44.0,1958.0,185.5
2024-01-05 12:00:00,5.7,73.0,2141.0,181.5
2024-01-05 13:00:00,6.4,122.0,1679.0,184.5
2024-01-05 14:00:00,6.9,113.0,848.0,189.5
2024-01-05 15:00:00,7.1,109.0,159.5,190.5
2024-01-05 16:00:00,6.9,73.0,0.0,189.0
2024-01-05 17:00:00,6.1,22.0,0.0,190.5
2024-01-05 18:00:00,6.3,0.0,0.0,190.0
2024-01-05 19:00:00,6.5,0.0,0.0,190.5
2024-01-05 20:00:00,6.4,0.0,0.0,185.5
2024-01-05 21:00:00,5.9,0.0,0.0,171.0
2024-01-05 22:00:00,5.1,0.0,0.0,164.5
2024-01-05 23:00:00,4.6,0.0,0.0,141.0
2024-01-06 00:00:00,4.7,0.0,0.0,127.5
2024-01-06 01:00:00,4.3,0.0,0.0,124.0
2024-01-06 02:00:00,5.1,0.0,0.0,120.0
2024-01-06 03:00:00,4.8,0.0,0.0,120.0
2024-01-06 04:00:00,4.4,0.0,0.0,122.5
2024-01-06 05:00:00,4.3,0.0,0.0,133.5
2024-01-06 06:00:00,4.3,0.0,0.0,141.0
2024-01-06 07:00:00,4.6,0.0,0.0,170.0
2024-01-06 08:00:00,3.9,0.0,79.0,189.0
2024-01-06 09:00:00,4.1,0.0,1258.5,195.0
2024-01-06 10:00:00,4.8,8.0,2990.5,189.5
2024-01-06 11:00:00,5.3,30.0,3680.0,190.0
2024-01-06 12:00:00,6.0,162.0,3631.5,191.5
2024-01-06 13:00:00,6.4,150.0,2753.0,195.0
2024-01-06 14:00:00,6.4,105.0,1678.5,207.5
2024-01-06 15:00:00,6.4,92.0,356.5,214.5
2024-01-06 16:00:00,6.2,83.0,0.0,214.0
2024-01-06 17:00:00,5.0,31.0,0.0,213.0
2024-01-06 18:00:00,4.4,0.0,0.0,214.5
2024-01-06 19:00:00,4.6,0.0,0.0,216.5
2024-01-06 20:00:00,4.5,0.0,0.0,214.0
2024-01-06 21:00:00,3.8,0.0,0.0,203.5
2024-01-06 22:00:00,4.2,0.0,0.0,198.5
2024-01-06 23:00:00,4.2,0.0,0.0,174.0
2024-01-07 00:00:00,3.9,0.0,0.0,162.0
2024-01-07 01:00:00,4.1,0.0,0.0,157.5
2024-01-07 02:00:00,4.1,0.0,0.0,153.5
2024-01-07 03:00:00,3.0,0.0,0.0,152.5
2024-01-07 04:00:00,2.8,0.0,0.0,148.0
2024-01-07 05:00:00,2.3,0.0,0.0,147.5
2024-01-07 06:00:00,1.9,0.0,0.0,153.5
2024-01-07 07:00:00,1.8,0.0,0.0,170.5
2024-01-07 08:00:00,1.8,0.0,63.0,185.5
2024-01-07 09:00:00,1.5,0.0,1042.5,199.0
2024-01-07 10:00:00,1.9,22.0,2345.5,197.5
2024-01-07 11:00:00,3.3,109.0,3067.0,198.5
2024-01-07 12:00:00,4.1,169.0,2953.5,203.0
2024-01-07 13:00:00,4.6,219.0,2125.0,210.0
2024-01-07 14:00:00,4.8,243.0,1278.0,219.0
2024-01-07 15:00:00,4.5,206.0,243.5,232.5
2024-01-07 16:00:00,3.9,134.0,0.0,232.0
2024-01-07 17:00:00,3.2,33.0,0.0,234.0
2024-01-07 18:00:00,3.5,0.0,0.0,231.5
2024-01-07 19:00:00,3.7,0.0,0.0,236.5
2024-01-07 20:00:00,3.5,0.0,0.0,229.0
2024-01-07 21:00:00,3.1,0.0,0.0,222.5
2024-01-07 22:00:00,3.2,0.0,0.0,217.0
2024-01-07 23:00:00,3.0,0.0,0.0,192.0
2024-01-08 00:00:00,3.1,0.0,0.0,190.0
2024-01-08 01:00:00,2.7,0.0,0.0,181.5
2024-01-08 02:00:00,2.4,0.0,0.0,173.0
2024-01-08 03:00:00,2.0,0.0,0.0,169.5
2024-01-08 04:00:00,2.7,0.0,0.0,172.0
2024-01-08 05:00:00,2.8,0.0,0.0,193.0
2024-01-08 06:00:00,2.1,0.0,0.0,240.5
2024-01-08 07:00:00,1.7,0.0,0.0,254.5
2024-01-08 08:00:00,1.4,0.0,31.0,251.0
2024-01-08 09:00:00,1.2,0.0,537.0,242.0
2024-01-08 10:00:00,1.5,24.0,1050.0,244.0
2024-01-08 11:00:00,2.6,112.0,1159.5,241.5
2024-01-08 12:00:00,3.4,131.0,1174.5,238.0
2024-01-08 13:00:00,3.3,170.0,905.5,238.5
2024-01-08 14:00:00,2.8,125.0,421.5,246.0
2024-01-08 15:00:00,2.5,186.0,65.0,243.5
2024-01-08 16:00:00,2.1,77.0,0.0,236.0
2024-01-08 17:00:00,1.7,31.0,0.0,228.5
2024-01-08 18:00:00,1.1,0.0,0.0,224.5
2024-01-08 19:00:00,1.4,0.0,0.0,228.5
2024-01-08 20:00:00,1.4,0.0,0.0,218.0
2024-01-08 21:00:00,1.4,0.0,0.0,192.5
2024-01-08 22:00:00,1.7,0.0,0.0,184.0
2024-01-08 23:00:00,1.3,0.0,0.0,171.0
2024-01-09 00:00:00,0.8,0.0,0.0,172.5
2024-01-09 01:00:00,1.0,0.0,0.0,173.0
2024-01-09 02:00:00,1.5,0.0,0.0,169.0
2024-01-09 03:00:00,1.5,0.0,0.0,165.5
2024-01-09 04:00:00,1.7,0.0,0.0,173.0
2024-01-09 05:00:00,1.8,0.0,0.0,183.0
2024-01-09 06:00:00,1.6,0.0,0.0,206.5
2024-01-09 07:00:00,1.3,0.0,0.0,217.5
2024-01-09 08:00:00,1.1,0.0,134.0,221.5
2024-01-09 09:00:00,1.3,0.0,1450.0,215.0
2024-01-09 10:00:00,1.4,15.0,3321.0,204.0
2024-01-09 11:00:00,1.9,88.0,4484.0,200.0
2024-01-09 12:00:00,2.5,137.0,5026.5,199.0
2024-01-09 13:00:00,2.8,170.0,4469.0,202.5
2024-01-09 14:00:00,4.1,256.0,2907.0,216.0
2024-01-09 15:00:00,3.7,213.0,693.0,233.0
2024-01-09 16:00:00,3.0,129.0,1.0,234.0
2024-01-09 17:00:00,1.9,46.0,0.0,235.0
2024-01-09 18:00:00,1.2,0.0,0.0,239.0
2024-01-09 19:00:00,0.8,0.0,0.0,235.5
2024-01-09 20:00:00,0.7,0.0,0.0,239.5
2024-01-09 21:00:00,0.9,0.0,0.0,231.0
2024-01-09 22:00:00,1.1,0.0,0.0,211.5
2024-01-09 23:00:00,1.1,0.0,0.0,206.0
2024-01-10 00:00:00,0.8,0.0,0.0,210.0
2024-01-10 01:00:00,0.5,0.0,0.0,212.0
2024-01-10 02:00:00,1.7,0.0,0.0,218.0
2024-01-10 03:00:00,1.3,0.0,0.0,221.5
2024-01-10 04:00:00,1.2,0.0,0.0,225.0
2024-01-10 05:00:00,0.9,0.0,0.0,233.5
2024-01-10 06:00:00,0.8,0.0,0.0,253.0
2024-01-10 07:00:00,0.8,0.0,0.0,263.0
2024-01-10 08:00:00,0.8,0.0,171.0,264.0
2024-01-10 09:00:00,0.7,0.0,1737.5,254.5
2024-01-10 10:00:00,1.2,24.0,3445.5,251.5
2024-01-10 11:00:00,2.5,112.0,4284.0,248.0
2024-01-10 12:00:00,3.6,203.0,4430.5,245.5
2024-01-10 13:00:00,4.3,239.0,3680.0,247.5
2024-01-10 14:00:00,4.8,263.0,2431.5,253.0
2024-01-10 15:00:00,4.8,223.0,619.5,261.0
2024-01-10 16:00:00,4.2,145.0,2.0,265.5
2024-01-10 17:00:00,3.0,49.0,0.0,262.0
2024-01-10 18:00:00,2.2,0.0,0.0,257.0
2024-01-10 19:00:00,1.6,0.0,0.0,267.5
2024-01-10 20:00:00,1.2,0.0,0.0,262.0
2024-01-10 21:00:00,1.2,0.0,0.0,252.0
2024-01-10 22:00:00,1.3,0.0,0.0,246.0
2024-01-10 23:00:00,1.5,0.0,0.0,242.5
2024-01-11 00:00:00,1.2,0.0,0.0,246.0
2024-01-11 01:00:00,0.8,0.0,0.0,252.0
2024-01-11 02:00:00,0.1,0.0,0.0,256.0
2024-01-11 03:00:00,-0.2,0.0,0.0,254.0
2024-01-11 04:00:00,-0.4,0.0,0.0,249.0
2024-01-11 05:00:00,-0.6,0.0,0.0,251.5
2024-01-11 06:00:00,-0.8,0.0,0.0,264.0
2024-01-11 07:00:00,-0.7,0.0,0.0,280.5
2024-01-11 08:00:00,-0.4,0.0,95.0,282.5
2024-01-11 09:00:00,-0.4,0.0,941.5,273.0
2024-01-11 10:00:00,0.3,26.0,1977.0,271.5
2024-01-11 11:00:00,1.7,119.0,2428.0,270.5
2024-01-11 12:00:00,3.7,205.0,2364.0,268.5
2024-01-11 13:00:00,5.1,258.0,1939.0,261.0
2024-01-11 14:00:00,4.3,139.0,1177.5,262.0
2024-01-11 15:00:00,4.7,136.0,237.5,253.0
2024-01-11 16:00:00,4.9,61.0,0.5,254.0
2024-01-11 17:00:00,4.8,21.0,0.0,256.0
2024-01-11 18:00:00,4.9,0.0,0.0,262.0
2024-01-11 19:00:00,5.0,0.0,0.0,271.5
2024-01-11 20:00:00,5.0,0.0,0.0,282.0
2024-01-11 21:00:00,5.2,0.0,0.0,282.0
2024-01-11 22:00:00,5.2,0.0,0.0,273.0
2024-01-11 23:00:00,5.6,0.0,0.0,269.0
2024-01-12 00:00:00,5.4,0.0,0.0,268.5
2024-01-12 01:00:00,5.5,0.0,0.0,263.5
2024-01-12 02:00:00,4.8,0.0,0.0,265.0
2024-01-12 03:00:00,4.5,0.0,0.0,275.5
2024-01-12 04:00:00,3.9,0.0,0.0,279.5
2024-01-12 05:00:00,4.0,0.0,0.0,283.0
2024-01-12 06:00:00,4.3,0.0,0.0,291.5
2024-01-12 07:00:00,4.6,0.0,0.0,294.0
2024-01-12 08:00:00,4.8,0.0,16.5,293.5
2024-01-12 09:00:00,4.9,0.0,293.0,291.0
2024-01-12 10:00:00,5.2,9.0,709.0,284.0
2024-01-12 11:00:00,5.9,47.0,861.5,283.5
2024-01-12 12:00:00,6.6,102.0,799.0,282.0
2024-01-12 13:00:00,6.9,102.0,655.5,284.5
2024-01-12 14:00:00,6.1,117.0,378.0,281.0
2024-01-12 15:00:00,6.1,75.0,80.0,273.5
2024-01-12 16:00:00,6.1,47.0,0.0,270.5
2024-01-12 17:00:00,5.7,16.0,0.0,274.0
2024-01-12 18:00:00,5.3,0.0,0.0,274.5
2024-01-12 19:00:00,5.1,0.0,0.0,272.5
2024-01-12 20:00:00,4.9,0.0,0.0,283.0
2024-01-12 21:00:00,4.6,0.0,0.0,276.5
2024-01-12 22:00:00,4.8,0.0,0.0,262.0
2024-01-12 23:00:00,4.6,0.0,0.0,236.0
2024-01-13 00:00:00,4.5,0.0,0.0,217.5
2024-01-13 01:00:00,4.3,0.0,0.0,208.0
2024-01-13 02:00:00,4.1,0.0,0.0,199.0
2024-01-13 03:00:00,4.0,0.0,0.0,193.5
2024-01-13 04:00:00,3.8,0.0,0.0,188.5
2024-01-13 05:00:00,3.5,0.0,0.0,198.0
2024-01-13 06:00:00,3.2,0.0,0.0,201.5
2024-01-13 07:00:00,3.3,0.0,0.0,218.0
2024-01-13 08:00:00,3.2,0.0,71.0,229.0
2024-01-13 09:00:00,1.8,0.0,956.5,216.5
2024-01-13 10:00:00,1.6,22.0,2115.5,214.5
2024-01-13 11:00:00,2.4,102.0,3002.5,214.0
2024-01-13 12:00:00,3.1,150.0,2859.5,219.5
2024-01-13 13:00:00,3.6,149.0,2203.5,223.5
2024-01-13 14:00:00,3.4,103.0,1345.5,227.5
2024-01-13 15:00:00,3.7,86.0,313.5,237.0
2024-01-13 16:00:00,3.9,69.0,1.5,237.5
2024-01-13 17:00:00,3.8,24.0,0.0,246.0
2024-01-13 18:00:00,3.5,0.0,0.0,247.5
2024-01-13 19:00:00,3.3,0.0,0.0,254.5
2024-01-13 20:00:00,3.3,0.0,0.0,252.0
2024-01-13 21:00:00,3.3,0.0,0.0,242.0
2024-01-13 22:00:00,3.2,0.0,0.0,230.5
2024-01-13 23:00:00,3.0,0.0,0.0,201.0
2024-01-14 00:00:00,3.1,0.0,0.0,188.0
2024-01-14 01:00:00,2.8,0.0,0.0,190.0
2024-01-14 02:00:00,3.0,0.0,0.0,189.5
2024-01-14 03:00:00,3.1,0.0,0.0,191.0
2024-01-14 04:00:00,3.1,0.0,0.0,199.0
2024-01-14 05:00:00,3.1,0.0,0.0,196.5
2024-01-14 06:00:00,3.1,0.0,0.0,194.0
2024-01-14 07:00:00,2.3,0.0,0.0,197.5
2024-01-14 08:00:00,1.7,0.0,102.0,198.0
2024-01-14 09:00:00,1.9,0.0,948.0,192.0
2024-01-14 10:00:00,2.7,16.0,2019.5,180.5
2024-01-14 11:00:00,3.7,70.0,2569.0,171.0
2024-01-14 12:00:00,4.6,117.0,2975.0,171.5
2024-01-14 13:00:00,4.9,89.0,2410.5,173.5
2024-01-14 14:00:00,5.6,206.0,1449.5,170.0
2024-01-14 15:00:00,5.8,166.0,377.0,186.5
2024-01-14 16:00:00,5.7,113.0,2.5,190.5
2024-01-14 17:00:00,4.0,45.0,0.0,190.5
2024-01-14 18:00:00,4.6,0.0,0.0,195.0
2024-01-14 19:00:00,4.6,0.0,0.0,196.0
2024-01-14 20:00:00,4.4,0.0,0.0,173.5
2024-01-14 21:00:00,4.1,0.0,0.0,144.0
2024-01-14 22:00:00,2.9,0.0,0.0,124.0
2024-01-14 23:00:00,2.9,0.0,0.0,107.0
2024-01-15 00:00:00,2.5,0.0,0.0,102.0
2024-01-15 01:00:00,1.0,0.0,0.0,83.0
2024-01-15 02:00:00,0.3,0.0,0.0,83.5
2024-01-15 03:00:00,-0.4,0.0,0.0,86.0
2024-01-15 04:00:00,-0.9,0.0,0.0,92.0
2024-01-15 05:00:00,-1.2,0.0,0.0,122.5
2024-01-15 06:00:00,-1.2,0.0,0.0,184.5
2024-01-15 07:00:00,-1.0,0.0,0.0,210.5
2024-01-15 08:00:00,-1.2,0.0,258.5,218.0
2024-01-15 09:00:00,-1.6,0.0,2542.0,208.5
2024-01-15 10:00:00,-0.9,32.0,4817.5,199.5
2024-01-15 11:00:00,0.6,131.0,6093.0,194.0
2024-01-15 12:00:00,1.7,219.0,6273.0,194.0
2024-01-15 13:00:00,2.1,272.0,5294.0,196.5
2024-01-15 14:00:00,2.5,282.0,3483.0,207.5
2024-01-15 15:00:00,2.3,245.0,1094.0,223.5
2024-01-15 16:00:00,1.7,167.0,10.0,235.0
2024-01-15 17:00:00,0.1,64.0,0.0,240.0
2024-01-15 18:00:00,-1.6,2.0,0.0,243.0
2024-01-15 19:00:00,-2.4,0.0,0.0,242.0
2024-01-15 20:00:00,-2.9,0.0,0.0,259.0
2024-01-15 21:00:00,-3.5,0.0,0.0,261.5
2024-01-15 22:00:00,-3.9,0.0,0.0,252.0
2024-01-15 23:00:00,-3.7,0.0,0.0,257.5
2024-01-16 00:00:00,-3.9,0.0,0.0,259.5
2024-01-16 01:00:00,-4.4,0.0,0.0,262.5
2024-01-16 02:00:00,-4.3,0.0,0.0,275.5
2024-01-16 03:00:00,-4.3,0.0,0.0,277.0
2024-01-16 04:00:00,-4.3,0.0,0.0,274.0
2024-01-16 05:00:00,-4.0,0.0,0.0,270.5
2024-01-16 06:00:00,-3.9,0.0,0.0,279.5
2024-01-16 07:00:00,-3.7,0.0,0.0,285.5
2024-01-16 08:00:00,-3.1,0.0,201.5,280.5
2024-01-16 09:00:00,-4.1,0.0,1562.5,271.0
2024-01-16 10:00:00,-2.9,32.0,3321.0,266.0
2024-01-16 11:00:00,-0.9,130.0,4469.5,259.5
2024-01-16 12:00:00,1.1,217.0,4948.0,255.5
2024-01-16 13:00:00,2.5,269.0,3817.0,256.5
2024-01-16 14:00:00,3.8,276.0,2244.0,259.5
2024-01-16 15:00:00,3.9,240.0,698.5,251.5
2024-01-16 16:00:00,3.1,163.0,7.0,239.0
2024-01-16 17:00:00,0.4,64.0,0.0,230.0
2024-01-16 18:00:00,-0.8,2.0,0.0,229.0
2024-01-16 19:00:00,-1.1,0.0,0.0,237.5
2024-01-16 20:00:00,-1.5,0.0,0.0,232.0
2024-01-16 21:00:00,-2.1,0.0,0.0,232.5
2024-01-16 22:00:00,-2.8,0.0,0.0,217.5
2024-01-16 23:00:00,-1.5,0.0,0.0,202.5
2024-01-17 00:00:00,-0.3,0.0,0.0,213.5
2024-01-17 01:00:00,-0.4,0.0,0.0,220.0
2024-01-17 02:00:00,-0.6,0.0,0.0,220.5
2024-01-17 03:00:00,0.1,0.0,0.0,231.5
2024-01-17 04:00:00,-0.7,0.0,0.0,249.0
2024-01-17 05:00:00,-1.1,0.0,0.0,273.5
2024-01-17 06:00:00,-0.5,0.0,0.0,283.0
2024-01-17 07:00:00,-1.1,0.0,0.0,279.0
2024-01-17 08:00:00,-1.0,0.0,61.0,283.0
2024-01-17 09:00:00,-0.7,0.0,908.0,271.0
2024-01-17 10:00:00,-0.2,11.0,2033.0,269.0
2024-01-17 11:00:00,0.7,48.0,2942.5,265.0
2024-01-17 12:00:00,1.7,91.0,3343.0,269.5
2024-01-17 13:00:00,2.5,118.0,2958.5,266.5
2024-01-17 14:00:00,2.2,109.0,1983.0,261.0
2024-01-17 15:00:00,2.1,75.0,715.0,263.5
2024-01-17 16:00:00,2.1,51.0,14.5,260.5
2024-01-17 17:00:00,2.3,23.0,0.0,255.5
2024-01-17 18:00:00,2.1,1.0,0.0,258.5
2024-01-17 19:00:00,1.4,0.0,0.0,258.5
2024-01-17 20:00:00,0.9,0.0,0.0,259.5
2024-01-17 21:00:00,-0.2,0.0,0.0,259.0
2024-01-17 22:00:00,-1.4,0.0,0.0,255.5
2024-01-17 23:00:00,-2.3,0.0,0.0,244.0
2024-01-18 00:00:00,-3.1,0.0,0.0,236.5
2024-01-18 01:00:00,-3.6,0.0,0.0,217.5
2024-01-18 02:00:00,-3.4,0.0,0.0,212.0
2024-01-18 03:00:00,-3.6,0.0,0.0,216.0
2024-01-18 04:00:00,-4.0,0.0,0.0,227.0
2024-01-18 05:00:00,-4.3,0.0,0.0,241.0
2024-01-18 06:00:00,-4.2,0.0,0.0,256.5
2024-01-18 07:00:00,-4.3,0.0,0.0,263.5
2024-01-18 08:00:00,-4.7,0.0,293.5,264.5
2024-01-18 09:00:00,-5.0,0.0,2646.5,254.5
2024-01-18 10:00:00,-3.3,38.0,4913.5,243.5
2024-01-18 11:00:00,-1.2,142.0,6104.5,232.5
2024-01-18 12:00:00,0.6,233.0,6483.5,229.5
2024-01-18 13:00:00,1.5,284.0,5729.5,234.0
2024-01-18 14:00:00,2.2,289.0,4028.0,232.5
2024-01-18 15:00:00,2.6,252.0,1420.5,232.5
2024-01-18 16:00:00,2.2,174.0,26.0,241.0
2024-01-18 17:00:00,-0.3,71.0,0.0,240.0
2024-01-18 18:00:00,-1.8,3.0,0.0,236.5
2024-01-18 19:00:00,-2.4,0.0,0.0,246.5
2024-01-18 20:00:00,-2.8,0.0,0.0,234.5
2024-01-18 21:00:00,-3.4,0.0,0.0,214.0
2024-01-18 22:00:00,-3.7,0.0,0.0,204.0
2024-01-18 23:00:00,-3.6,0.0,0.0,190.5
2024-01-19 00:00:00,-3.5,0.0,0.0,181.5
2024-01-19 01:00:00,-3.4,0.0,0.0,175.0
2024-01-19 02:00:00,-2.8,0.0,0.0,175.5
2024-01-19 03:00:00,-2.8,0.0,0.0,178.5
2024-01-19 04:00:00,-2.9,0.0,0.0,186.0
2024-01-19 05:00:00,-3.0,0.0,0.0,200.0
2024-01-19 06:00:00,-3.1,0.0,0.0,230.0
2024-01-19 07:00:00,-3.5,0.0,0.0,241.0
2024-01-19 08:00:00,-3.6,0.0,323.5,234.5
2024-01-19 09:00:00,-3.7,0.0,2534.5,222.5
2024-01-19 10:00:00,-2.4,37.0,4528.5,213.5
2024-01-19 11:00:00,-0.4,139.0,5563.0,205.5
2024-01-19 12:00:00,1.7,228.0,5927.5,196.0
2024-01-19 13:00:00,3.4,280.0,5290.5,192.0
2024-01-19 14:00:00,4.3,289.0,3553.5,197.5
2024-01-19 15:00:00,4.8,253.0,1174.0,214.0
2024-01-19 16:00:00,4.3,176.0,31.0,217.0
2024-01-19 17:00:00,1.7,73.0,0.0,216.0
2024-01-19 18:00:00,-0.1,4.0,0.0,210.0
2024-01-19 19:00:00,-0.5,0.0,0.0,208.5
2024-01-19 20:00:00,-0.7,0.0,0.0,190.5
2024-01-19 21:00:00,-0.5,0.0,0.0,177.5
2024-01-19 22:00:00,-0.6,0.0,0.0,153.0
2024-01-19 23:00:00,-0.7,0.0,0.0,122.0
2024-01-20 00:00:00,-0.9,0.0,0.0,111.0
2024-01-20 01:00:00,-0.9,0.0,0.0,110.5
2024-01-20 02:00:00,-0.7,0.0,0.0,104.5
2024-01-20 03:00:00,-0.1,0.0,0.0,99.5
2024-01-20 04:00:00,1.2,0.0,0.0,98.0
2024-01-20 05:00:00,1.5,0.0,0.0,97.5
2024-01-20 06:00:00,1.2,0.0,0.0,108.0
2024-01-20 07:00:00,1.4,0.0,0.0,128.5
2024-01-20 08:00:00,1.8,0.0,128.5,139.5
2024-01-20 09:00:00,1.6,0.0,719.5,139.0
2024-01-20 10:00:00,2.8,22.0,1363.5,132.5
2024-01-20 11:00:00,3.8,99.0,1765.5,124.5
2024-01-20 12:00:00,4.8,129.0,1756.5,115.5
2024-01-20 13:00:00,4.9,144.0,1367.0,120.5
2024-01-20 14:00:00,5.2,183.0,901.5,131.0
2024-01-20 15:00:00,5.0,181.0,352.0,144.5
2024-01-20 16:00:00,4.4,65.0,5.0,148.5
2024-01-20 17:00:00,3.6,48.0,0.0,150.5
2024-01-20 18:00:00,2.7,3.0,0.0,148.0
